Price,address,Local_area,zipcode,beds,baths,sqft,url
369900,17596 S Green Willow Pl,Vail,85641,4,3,2298,https://www.zillow.com/homedetails/17596-S-Green-Willow-Pl-Vail-AZ-85641/71688051_zpid/
1895000,3961 E Norcroft Cir,Mesa,85215,6,6,7499,https://www.zillow.com/homedetails/3961-E-Norcroft-Cir-Mesa-AZ-85215/37767514_zpid/
315000,1018 E Ash St,Cottonwood,86326,3,2,1328,https://www.zillow.com/homedetails/1018-E-Ash-St-Cottonwood-AZ-86326/8776352_zpid/
494900,7537 W Eugie Ave,Peoria,85381,4,3,2346,https://www.zillow.com/homedetails/7537-W-Eugie-Ave-Peoria-AZ-85381/52429754_zpid/
375000,25802 S Brentwood Dr,Sun Lakes,85248,2,2,1545,https://www.zillow.com/homedetails/25802-S-Brentwood-Dr-Sun-Lakes-AZ-85248/8218193_zpid/
395000,844 E Rosebud Dr,San Tan Valley,85143,5,3,2639,https://www.zillow.com/homedetails/844-E-Rosebud-Dr-San-Tan-Valley-AZ-85143/67396826_zpid/
389900,67 Wagon Wheel Ln,Sonoita,85637,7,4,4000,https://www.zillow.com/homedetails/67-Wagon-Wheel-Ln-Sonoita-AZ-85637/8716833_zpid/
445000,3516 N Creston,Mesa,85213,3,2,1700,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Arboleda/3516-N-Creston/107293784.html
650000,8939 W CAMINO DE ORO --,Peoria,85383,3,2,2942,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Westwing-Mountain/8939-W-CAMINO-DE-ORO-/109759336.html
363930,2580 Climbing Rock Lane,Bullhead City,86442,2,3,1715,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2580-Climbing-Rock-Lane/109752153.html
660000,448 W LARONA Lane,Tempe,85284,5,4,3458,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Warner-Ranch/448-W-LARONA-Lane/109756743.html
699000,11279 S SANTA MARGARITA Lane,Goodyear,85338,4,4,2759,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Estrella/11279-S-SANTA-MARGARITA-Lane/109756794.html
217000,No address available,Youngtown,85363,2,2,1580,https://www.point2homes.com/US/Home-For-Sale/AZ/Youngtown/No-address-available/109759131.html
1995000,8345 N VIA LINDA --,Scottsdale,85258,5,4,3460,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/McCormick-Ranch/8345-N-VIA-LINDA-/109759149.html
375000,9048 E Chickamauga Street,Tucson,85710,4,2,2253,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Harrison-East-South/9048-E-Chickamauga-Street/109707813.html
315000,11796 N Mineral Park Way,Oro Valley,85737,2,3,1602,https://www.point2homes.com/US/Home-For-Sale/AZ/Pima-County/Oro-Valley/Monterra/11796-N-Mineral-Park-Way/109776884.html
529737,2552 Climbing Rock Lane,Bullhead City,86442,3,4,2800,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2552-Climbing-Rock-Lane/109752127.html
699999,5763 W Michigan Street,Tucson Estates,85735,3,3,2236,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson-Estates/5763-W-Michigan-Street/109213387.html
390000,23768 W DESERT BLOOM Street,Buckeye,85326,3,3,2154,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sundance/23768-W-DESERT-BLOOM-Street/109756777.html
355000,821 Reta St,Clarkdale,86324,3,2,1400,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/821-Reta-St/109774957.html
715450,8740 Country Club Drive ,Pinetop Country Club,85935,3,2.5,2506,https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Country-Club/8740-Country-Club-Drive-/109727304.html
450000,5075 W CORTEZ Street,Glendale,85304,3,3,2100,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Chaparral-Ranch/5075-W-CORTEZ-Street/109759228.html
499000,1850 W GLENHAVEN Drive,Phoenix,85045,3,2,1741,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/1850-W-GLENHAVEN-Drive/109756802.html
265000,7110 W Veda Lane,Wilhoit,86332,3,2,1457,https://www.point2homes.com/US/Home-For-Sale/AZ/Wilhoit/7110-W-Veda-Lane/109774099.html
230000,12443 N RIVIERA Drive,Sun City,85351,2,1,1120,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/12443-N-RIVIERA-Drive/109759134.html
699990,13515 W MEDLOCK Drive,Litchfield Park,85340,5,5,4592,https://www.point2homes.com/US/Home-For-Sale/AZ/Litchfield-Park/13515-W-MEDLOCK-Drive/109756695.html
400000,1121 E Desert Holly Dr,San Tan Valley,85143,4,3,2336,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/1121-E-Desert-Holly-Dr/107348424.html
729900,13434 N CANTERBURY Drive,Phoenix,85023,3,2,2100,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/North-Mountain-Village/13434-N-CANTERBURY-Drive/109756928.html
299000,2010 N 24TH Street,Phoenix,85006,4,1,952,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/2010-N-24TH-Street/109756815.html
699900,4080 S MINGUS Drive,Chandler,85249,3,2,2363,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Sun-Groves/4080-S-MINGUS-Drive/109759352.html
765999,3000 W Sahuaro Divide,Tortolita,85742,4,2,2098,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/3000-W-Sahuaro-Divide/109776877.html
719000,11433 N 43RD Street,Phoenix,85028,3,2,2141,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/11433-N-43RD-Street/109759231.html
588000,2726 E Sourwood Drive,Gilbert,85298,4,2,2109,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Freeman-Farms/2726-E-Sourwood-Drive/109759168.html
492000,95 S Corral Circle,Cottonwood,86326,3,2,2149,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/95-S-Corral-Circle/105251806.html
50000,2108 Del Rey Drive,Bullhead City,86442,1,1,420,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2108-Del-Rey-Drive/109752124.html
320000,1717 E Lindrick Drive,Chandler,85249,2,2,1017,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Springfield/1717-E-Lindrick-Drive/109756907.html
550000,855 W HEATHER Avenue,Gilbert,85233,3,2,2422,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/El-Dorado-Lakes/855-W-HEATHER-Avenue/109757014.html
495000,18468 W WESTERN STAR Boulevard,Goodyear,85338,3,2,1973,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Estrella/18468-W-WESTERN-STAR-Boulevard/109756970.html
679900,7030 E Potawatami Drive,Catalina Foothills,85715,5,3,2902,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/7030-E-Potawatami-Drive/107369874.html
849900,17509 E CHESTNUT Drive,Queen Creek,85142,5,4,2710,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Chandler-Heights/17509-E-CHESTNUT-Drive/109759339.html
374900,1450 W Wagon Wheel Rd,Cottonwood,86326,2,2,1278,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/1450-W-Wagon-Wheel-Rd/109774961.html
400000,11213 E Quarry Avenue,Mesa,85212,3,2,1509,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Mountain-Heights/11213-E-Quarry-Avenue/109759226.html
660000,1320 W LISA Lane,Tempe,85284,5,3,3075,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Warner-Ranch/1320-W-LISA-Lane/109756788.html
820000,31507 N 47TH Terrace,Cave Creek,85331,4,4,3114,https://www.point2homes.com/US/Home-For-Sale/AZ/Cave-Creek/31507-N-47TH-Terrace/109756889.html
850000,2519 N 29TH Street,Phoenix,85008,4,3,2547,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/2519-N-29TH-Street/109756550.html
349950,29072 N YELLOW BEE Drive,San Tan Valley,85143,4,2,1790,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/29072-N-YELLOW-BEE-Drive/109759310.html
360000,9914 W OAK RIDGE Drive,Sun City,85351,3,2,1465,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/9914-W-OAK-RIDGE-Drive/109756587.html
565000,16984 W WINDSOR Avenue,Goodyear,85395,2,3,2036,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Pebblecreek/16984-W-WINDSOR-Avenue/109756818.html
359900,1952 W BUSONI Place,Phoenix,85023,2,3,1520,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Deer-Valley-Village/1952-W-BUSONI-Place/109759136.html
549900,17304 E TEJON Drive,Fountain Hills,85268,3,2,1603,https://www.point2homes.com/US/Home-For-Sale/AZ/Fountain-Hills/Diamante-del-Lago/17304-E-TEJON-Drive/109756861.html
400000,17437 N White Tank Vista,Surprise,85374,2,2,1800,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Arizona-Traditions/17437-N-White-Tank-Vista/109756732.html
389000,3832 W EVA Street,Phoenix,85051,3,2,1797,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/North-Mountain-Village/3832-W-EVA-Street/109757057.html
395000,739 N VALENCIA Place,Chandler,85226,3,2,1381,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Twelve-Oaks/739-N-VALENCIA-Place/109756842.html
435000,11394 S 175TH Drive,Goodyear,85338,2,3,1721,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Estrella-Mountain-Ranch/11394-S-175TH-Drive/109756886.html
345000,1776 E DESERT ROSE Trail,San Tan Valley,85143,3,3,2281,https://www.point2homes.com/US/Home-For-Sale/AZ/San-Tan-Valley/1776-E-DESERT-ROSE-Trail/109756876.html
747000,2549 W Shadow Valley Ranch Road,Prescott,86305,3,3,2570,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/Greater-Prescott/2549-W-Shadow-Valley-Ranch-Road/109774098.html
380000,12742 N Quinoa Drive,Marana,85653,4,2,2584,https://www.point2homes.com/US/Home-For-Sale/AZ/Marana-CCD/12742-N-Quinoa-Drive/109510427.html
259900,6229 S Saddle Lane,Hereford,85615,3,2,1713,https://www.point2homes.com/US/Home-For-Sale/AZ/Hereford/6229-S-Saddle-Lane/109756864.html
225000,1024 N Mountain Brush Drive 333,Prescott Valley,86327,1,2,919,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/1024-N-Mountain-Brush-Drive/109756952.html
273000,6330 E Butte Street,Mesa,85205,2,1,1366,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/6330-E-Butte-Street/109756684.html
494156,5936 N 189TH Glen,Litchfield Park,85340,3,2,2037,https://www.point2homes.com/US/Home-For-Sale/AZ/Litchfield-Park/5936-N-189TH-Glen/109756744.html
539000,329 E Painted Pottery Place,Oro Valley,85755,3,2,2621,https://www.point2homes.com/US/Home-For-Sale/AZ/Oro-Valley/Rancho-Vistoso/329-E-Painted-Pottery-Place/109571467.html
475000,4750 N Meixner Road,Prescott Valley,86314,5,2,1821,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/4750-N-Meixner-Road/109774103.html
300000,390 Tumamoc Dr,Lake Havasu City,86403,3,2,1192,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/390-Tumamoc-Dr/109769084.html
474900,1137 W Peaceful Meadow Path,Sahuarita,85629,3,3,2517,https://www.point2homes.com/US/Home-For-Sale/AZ/Sahuarita/1137-W-Peaceful-Meadow-Path/109776892.html
560000,566 W MONTE Avenue,Mesa,85210,3,2,2136,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Rancho-del-Mar/566-W-MONTE-Avenue/109757031.html
499900,791 Churchill Bay,Lake Havasu City,86406,3,2,1336,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/791-Churchill-Bay/109769089.html
399900,20001 N 76TH Avenue,Glendale,85308,3,2,1220,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/20001-N-76TH-Avenue/109757064.html
539000,15022 S 47TH Way,Phoenix,85044,4,2,1846,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/15022-S-47TH-Way/109757065.html
449500,1405 E Orange Street,Tempe,85281,3,2,1522,https://www.point2homes.com/US/Home-For-Sale/AZ/Tempe/Hughes-Acres/1405-E-Orange-Street/109756599.html
360000,8620 S 254th Dr,Buckeye,85326,4,3,2235,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Sunset-Point/8620-S-254th-Dr/109772282.html
378000,9901 W SHIPROCK Drive,Sun City,85351,3,2,1699,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/9901-W-SHIPROCK-Drive/109759191.html
145000,2640 E Snavely Avenue,Kingman,86409,2,2,1344,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/2640-E-Snavely-Avenue/109752150.html
419900,2684 Bluewater Dr,Lake Havasu City,86403,3,3,1658,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2684-Bluewater-Dr/109769088.html
350000,4580 W Federal Way,Queen Creek,85142,3,2,1590,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/4580-W-Federal-Way/109756863.html
357000,11533 W COTTONWOOD Lane,Avondale,85392,3,2,1632,https://www.point2homes.com/US/Home-For-Sale/AZ/Avondale/Garden-Lakes/11533-W-COTTONWOOD-Lane/109756779.html
449825,2548 Climbing Rock Lane,Bullhead City,86442,2,3,1903,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2548-Climbing-Rock-Lane/109752165.html
299000,5957 S Avenida Barranca Seca,Tucson,85706,4,3,2213,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Cherry-Avenue/5957-S-Avenida-Barranca-Seca/109776895.html
1825000,3837 E HEATHERBRAE Drive,Phoenix,85018,4,5,3078,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/East-Pheonix/3837-E-HEATHERBRAE-Drive/109756930.html
559900,4647 E MICHELLE Drive,Phoenix,85032,4,3,2013,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/4647-E-MICHELLE-Drive/109756657.html
425000,1012 N Stirrup High Drive,Prescott Valley,86327,3,2,1660,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/1012-N-Stirrup-High-Drive/109774102.html
445000,8141 W SANDS Road,Glendale,85303,4,2,2012,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Skyview-West/8141-W-SANDS-Road/109756749.html
382200,8545 W HUGHES Drive,Tolleson,85353,3,2,2207,https://www.point2homes.com/US/Home-For-Sale/AZ/Tolleson/8545-W-HUGHES-Drive/109756994.html
358000,22332 N. Arrellaga Drive ,Sun City West,85375,2,2,1378,https://www.point2homes.com/US/Home-For-Sale/AZ/Sun-City-West/22332-N-Arrellaga-Drive-/109727416.html
450000,18821 E SWAN Drive,Queen Creek,85142,5,3,2109,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Cortina/18821-E-SWAN-Drive/109756873.html
417000,3413 S 90TH Avenue,Tolleson,85353,4,3,3125,https://www.point2homes.com/US/Home-For-Sale/AZ/Tolleson/3413-S-90TH-Avenue/109757052.html
640000,7405 Esplin Way,Flagstaff,86004,3,2,1911,https://www.point2homes.com/US/Home-For-Sale/AZ/Doney-Park/7405-Esplin-Way/109773027.html
311990,811 S SILVERCREEK Court,Casa Grande,85122,3,2,1375,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/811-S-SILVERCREEK-Court/109756669.html
129900,530 Wilshire Avenue,Kingman,86409,2,2,1060,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/530-Wilshire-Avenue/109752144.html
450000,616 N Magdalena Street,Prescott Valley,86327,3,2,1912,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/616-N-Magdalena-Street/109774106.html
329185,4643 W CINNAMON Avenue,Coolidge,85128,4,2,1790,https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/4643-W-CINNAMON-Avenue/109756651.html
385000,40029 N PANTHER CREEK Court,Anthem,85086,3,2,1135,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/40029-N-PANTHER-CREEK-Court/109759300.html
424900,161 N SANDAL --,Mesa,85205,4,3,2414,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/161-N-SANDAL-/109759193.html
1100000,8105 S Comstock Mine Road,Prescott,86303,3,3,4800,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/Greater-Prescott/8105-S-Comstock-Mine-Road/109774114.html
1600000,21600 S CRISMON Road,Queen Creek,85142,3,2,2135,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Queenland-Manor/21600-S-CRISMON-Road/109756688.html
395000,11263 E QUADE Circle,Mesa,85212,3,2,1509,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Mountain-Heights/11263-E-QUADE-Circle/109756846.html
489900,18519 N 20Th Place,Phoenix,85022,4,3,1910,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/18519-N-20Th-Place/109756977.html
498500,4342 E Desert Oak Trail,Catalina Foothills,85718,3,3,2365,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/4342-E-Desert-Oak-Trail/108772036.html
599900,18718 N PALACIO Lane,Surprise,85387,2,3,2483,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Sun-City-Grand/18718-N-PALACIO-Lane/109756665.html
415000,9315 W MARIPOSA Drive,Phoenix,85037,3,2,2157,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Maryvale/9315-W-MARIPOSA-Drive/109756740.html
489000,1960 W Omar Drive,Casas Adobes,85704,4,3,2171,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/1960-W-Omar-Drive/109776894.html
495000,28001 N 210TH Avenue,Wittmann,85361,4,2,1800,https://www.point2homes.com/US/Home-For-Sale/AZ/Wittmann/28001-N-210TH-Avenue/109759182.html
449900,40000 W HOPPER Drive,Maricopa,85138,5,3,3267,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa/40000-W-HOPPER-Drive/109756585.html
50000,1932 Oliver Drive,Bullhead City,86442,2,1,720,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/1932-Oliver-Drive/109752134.html
399000,2008 E BEAUTIFUL Lane,Phoenix,85042,3,2,1852,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/South-Mountain-Highland-Terrace/2008-E-BEAUTIFUL-Lane/109756811.html
675000,2338 Regatta Ct,Lake Havasu City,86404,3,2,1966,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2338-Regatta-Ct/109769081.html
310000,810 S Fremont Avenue 2,Tucson,85719,3,2,1800,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Millville/810-S-Fremont-Avenue/109598642.html
415000,4145 W Bluefield Avenue,Glendale,85308,4,2,2028,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/4145-W-Bluefield-Avenue/109759116.html
369000,15931 W QUAIL BRUSH Lane,Surprise,85374,2,2,1282,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Sun-City-Grand/15931-W-QUAIL-BRUSH-Lane/109759224.html
444000,343 E Streams Edge Place,Oro Valley,85737,5,3,2626,https://www.point2homes.com/US/Home-For-Sale/AZ/Oro-Valley/Linda-Vista/343-E-Streams-Edge-Place/109776868.html
260000,1449 E AVENIDA FRESCA --,Casa Grande,85122,3,2,1630,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/1449-E-AVENIDA-FRESCA-/109756735.html
399000,18265 W EVA Street,Waddell,85355,4,3,2438,https://www.point2homes.com/US/Home-For-Sale/AZ/Waddell/18265-W-EVA-Street/109759133.html
40000,2052 Swan Circle,Bullhead City,86442,1,1,500,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2052-Swan-Circle/109752123.html
335000,325 N Palo Verde St,Cottonwood,86326,2,2,1482,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/325-N-Palo-Verde-St/109706180.html
299000,2014 N 24TH Street,Phoenix,85006,3,2,1401,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Encanto-Village/2014-N-24TH-Street/109759129.html
639000,1971 E DERRINGER Way,Chandler,85286,4,3,2689,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/1971-E-DERRINGER-Way/109756765.html
340000,2836 W Greenstreak Drive,Casas Adobes,85741,3,3,2311,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/2836-W-Greenstreak-Drive/109776869.html
309000,20435 E Wagon Wheel Circle,Black Canyon City,85324,3,2,1546,https://www.point2homes.com/US/Home-For-Sale/AZ/Black-Canyon-City/20435-E-Wagon-Wheel-Circle/109756924.html
399000,3232 Cutthroat Circle,Pinetop Country Club,85935,3,2,1549,https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Country-Club/3232-Cutthroat-Circle/109752427.html
264900,2196 E Bloor Way,Fort Mohave,86426,3,2,1316,https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/2196-E-Bloor-Way/109752151.html
379900,2263 Brookfield Drive,Bullhead City,86442,3,2,1886,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2263-Brookfield-Drive/109752133.html
725000,3456 E. Franklin Avenue ,Gilbert,85295,4,3,3076,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Lyons-Gate/3456-E-Franklin-Avenue-/109727412.html
610000,2181 Souchak Drive,Lake Havasu City,86406,3,2,1688,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2181-Souchak-Drive/109769086.html
489900,629 King Copper Rd,Clarkdale,86324,3,3,2887,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/629-King-Copper-Rd/109774962.html
489900,2949 W Mcrae Way,Phoenix,85027,3,2,2386,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Deer-Valley-Village/2949-W-Mcrae-Way/109759230.html
389000,10902 E KIVA Avenue,Mesa,85209,2,2,1165,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Augusta-Ranch/10902-E-KIVA-Avenue/109757011.html
305000,1101 W EMELITA Avenue,Mesa,85210,3,2,1515,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Powell-Estates/1101-W-EMELITA-Avenue/109756827.html
350000,12525 W JEFFERSON Street,Avondale,85323,3,2,1575,https://www.point2homes.com/US/Home-For-Sale/AZ/Avondale/Coldwater-Springs/12525-W-JEFFERSON-Street/109759163.html
765000,2457 N Strawberry Way,Flagstaff,86004,5,3,2862,https://www.point2homes.com/US/Home-For-Sale/AZ/Flagstaff-CCD/2457-N-Strawberry-Way/109773026.html
339000,9976 E Via Del Pasto,Tucson,85747,4,2,1935,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rita-Ranch/9976-E-Via-Del-Pasto/109776870.html
370000,10943 E LINDNER Avenue,Mesa,85209,2,2,1375,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Augusta-Ranch/10943-E-LINDNER-Avenue/109759347.html
415000,326 W BRUCE Avenue,Gilbert,85233,3,2,1384,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Val-Vista-Lakes/326-W-BRUCE-Avenue/109759277.html
180000,889 N Taylor Rd,Willcox,85643,3,2,1890,https://www.point2homes.com/US/Home-For-Sale/AZ/Willcox/889-N-Taylor-Rd/109758864.html
998888,5323 W LONE CACTUS Drive,Glendale,85308,6,4,3758,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Arrowhead-Ranch/5323-W-LONE-CACTUS-Drive/109756929.html
374900,3062 W SANTA CRUZ Avenue,Queen Creek,85142,4,3,2011,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/3062-W-SANTA-CRUZ-Avenue/109759146.html
975000,3465 Navoti Drive,Sedona,86336,3,3,2251,https://www.point2homes.com/US/Home-For-Sale/AZ/Sedona/3465-Navoti-Drive/107413143.html
425000,7083 Breeze Way Lane,Linden,85901,2,3,1682,https://www.point2homes.com/US/Home-For-Sale/AZ/Linden/7083-Breeze-Way-Lane/109752424.html
770000,1445 W Kenrick Drive,Wickenburg,85390,3,2,3230,https://www.point2homes.com/US/Home-For-Sale/AZ/Wickenburg/1445-W-Kenrick-Drive/109759350.html
275000,620 Zaire Court,Rio Rico,85648,3,2,1498,https://www.point2homes.com/US/Home-For-Sale/AZ/Rio-Rico/620-Zaire-Court/109776891.html
1099000,1405 Sierry Peaks Drive,Prescott,86305,4,3,3667,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1405-Sierry-Peaks-Drive/109774107.html
409900,12319 W PALMAIRE Avenue,Glendale,85307,4,2,1800,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Capistrano-North/12319-W-PALMAIRE-Avenue/109757048.html
750000,1721 Rolling Hills Drive,Prescott,86303,3,2,1990,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1721-Rolling-Hills-Drive/109774100.html
375000,25532 W CROWN KING Road,Buckeye,85326,3,3,2485,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Westpark/25532-W-CROWN-KING-Road/109756949.html
369900,5293 S Tierra Linda Drive,Fort Mohave,86426,4,2,1547,https://www.point2homes.com/US/Home-For-Sale/AZ/Mohave-County/Fort-Mohave/5293-S-Tierra-Linda-Drive/109752120.html
1550000,10180 E Larkspur Drive,Scottsdale,85260,4,3,2748,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Horizons/10180-E-Larkspur-Drive/109756659.html
550000,1949 E STACEY Road,Queen Creek,85142,5,3,2121,https://www.point2homes.com/US/Home-For-Sale/AZ/Queen-Creek/Chandler-Heights/1949-E-STACEY-Road/109759172.html
699000,35526 E Peregrine Place,Tucson,85739,2,3,2578,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/35526-E-Peregrine-Place/109776890.html
339900,125 N 22nd Place #93 --,Mesa,85213,3,2,1302,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Meadowgreen/125-N-22nd-Place-93-/109756621.html
899900,14573 W LAJOLLA Drive,Litchfield Park,85340,5,6,3919,https://www.point2homes.com/US/Home-For-Sale/AZ/Litchfield-Park/14573-W-LAJOLLA-Drive/109756783.html
325000,10844 W MEADE Drive,Sun City,85351,2,1,1235,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/10844-W-MEADE-Drive/109757053.html
2500000,14138 E PEAK VIEW Road,Scottsdale,85262,4,4,6000,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Sunrise-Desert-Vistas/14138-E-PEAK-VIEW-Road/109759157.html
410000,10426 W ILLINI Street,Tolleson,85353,4,2,2258,https://www.point2homes.com/US/Home-For-Sale/AZ/Tolleson/10426-W-ILLINI-Street/109756672.html
100000,341 W Shady Glenn Drive,Williams,86320,3,2,1440,https://www.point2homes.com/US/Home-For-Sale/AZ/Williams-CCD/Greater-Valle/341-W-Shady-Glenn-Drive/109774105.html
